@RELATION	TrainingSet

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Politics,583292677321560065,'thanks for follow help spread word to make difference for eu votingrights believeinitactonit'
Economy,583292500376481792,'trade talks between the us and european union are marked by dog whistle politics a report by the business select committee says'
Economy,583292391748038656,'german finance forged in crises they wont get their debts paid by conjuring up'
Social,583292361050099712,'european union film festival inaguration more pic click here euff inaguratio'
Social,583290591846490112,'children protect frm violence will thrive  grow into thr full potential post stopatnothing'
Economy,583289508466073600,'mcdonalds under eu scrutiny for tax rulings in luxembourg via  eupol'
Economy,583287482269102080,'syria aid pledges top  billion as donors meet the european union and other donors pledged more than  bill'
Politics,583287458701254656,'ifrienergy  conference identified strategic orientations for the european energy union'
Politics,583287116278398976,'at the european union press briefing held in abuja'
Social,583286602576846848,'crickets so far who from european union to attend opening of europeangames in baku baku azerbaijan'
Politics,583285203071696896,'eu congratulates general buhari says nigeria has shown example of how democracy works the european union eu'
Economy,583284943821778945,'eu milk quota ends move raises cheers as well as dire warnings european union milk quotas were lifted today'
Politics,583284937463373826,'italy is a little european union so this would help called in german kleinstaaterei'
Politics,583284515713454081,'with dr andrew pocock the british high commissioner at the european union press briefing in abuja recently'
Social,583284224205004800,'france mont blanc the highest mountain in the alps western europe and the european union it rises  m'
Politics,583283921644818432,'ipt blog how does the eus energy landscape look and will it involve an energy union energy eu'
Politics,583283793206771712,'six characteristics define st century leadership as president for the americas and european union region o'
Politics,583283752119496707,'nato chief seeks closer cooperation with the european union on new security challenges  european'
Politics,583283535953326080,'the european union is working on adapting its  strategy for central asia with a greater emphasis on different'
Economy,583283451505319938,'students of global economics on study tour to moscow visit the european union delegation to russia'
Politics,583283406160539649,'catholic christian forged in crises   forged in crisesthetrumpet news headlines'
Politics,583281676698144768,'european union  eeas  statement by the spokesperson on the shutdown of crimean tatar atr tv'
Economy,583281320865886208,'croatia the new tourism star of the european union'
Social,583281316575076352,'european style  union jack prints loose large'
Politics,583281181917077504,'global report on the deathpenaltyirans killingtalking styl  irantalks'
Social,583281119300308993,'an ebola survivor turns to help his community recover in guinea eyd'
Politics,583281050253701120,'the referendum on britains membership of the european union should not be extended to  and yearolds'
Politics,583280962215112705,'travel the eu from the comfort of your laptop register for europs   politics of the european union an online course running'
Politics,583280520320040960,'the trent eu congratulates general buhari says nigeria has shown example of how democracy works'
Politics,583280512132759552,'eu congratulates general buhari says nigeria has shown example of how democracy works'
Politics,583280252585136129,'politics toryhypocrisy winston churchill great  prime minister his vision united states of europe'
Politics,583279876506959873,'thetrent eu congratulates general buhari says nigeria has shown example of how democracy works'
Politics,583279861755604993,'new post eu congratulates general buhari says nigeria has shown example of how democracy works'
Politics,583279552446619648,'via  africas envoy to the european union warned wednesday that eu plans to process  ufoublogeurope'
Technology,583279159587262465,'the propylene oxide that is used to treat almonds is banned in canada mexico and the entire european union it'
Politics,583279150103842816,'the power of a european energy union   europe energy'
Economy,583278074730545152,'mcdonalds under scrutiny from eu for its tax arrangements in luxembourg via'
Technology,583277589134995456,'i assume most facebook users dont care their net activity is being tracked but the european union does'
Social,583275951275909120,'i also thank the european union especially the united kingdom france germany and other nations that were'
Technology,583275875736666114,'cyber security directive held up in face of wild west internet   eu'
Social,583275099706540032,'countries that have viewed my website south africa united states russia united kingdom european union'
Politics,583275040436830208,'european union is too restrictive the nhs is going backwards  llyr ukip llanelliyouthdebate'
Economy,583274499338027009,'people forget that chinas largest trading partner in terms of chinese imports is the european union chinese slowdown hits everyone'
Politics,583273746938486784,'liberia top eu official urges liberians to invest in education lina the head of the european union eu de'
Economy,583273654005403648,'kansasborn farmer justus walker is prospering in russia  one year after the us and european union began'
Politics,583273454184603649,'european union new rules on labelling the origin of fresh meat apply brussels european commission press cont'
Technology,583272915447099393,'italyfrance transmission line is latest to cross borders in european union the countries of the european uni'
Technology,583272799881457666,'applerumors apple was forced by the european union to switch from the lightning connector to usb iphone s and ipad air  will use usbc'
Politics,583272242102071296,'novicessix characteristics define st century leadership as president for the americas and european union regio'
Politics,583271445356146689,'six characteristics define st century leadership as president for the americas and european union region odilon almeida is respon'
Economy,583270153896374272,'breaking news eu  european union business news and  breaking news  business n breaking news and information'
Social,583270026171392001,'northampton confirm north rest northampton have confirmed george north will miss saturdays european champion'
Politics,583269952603471873,'must read global report on the deathpenaltyiran actsusa talks irantalks'
Social,583269396518477825,'happy for my nigerian people change was imminent but the european union should not have gotten involved w the process'
Social,583269201990721536,'myupdates north ruled out of clermont match northampton wing george north will miss saturdays european cham'
Economy,583269087725232128,'ukraine latestnews eu approves loans allocation schedule nthe european union has approv hotnews kharkiv'
Politics,583269061393547265,'amnestys global report on the deathpenalty is out todayiran irantalks see here facts'
Social,583268607708237825,'enough progress had been made'
Economy,583268174000492544,'whats your opinion around the fiscal state of the european unionnread the full story in dbkonzept magazine'
Politics,583267921591463938,'prof  has new casebook on european union law eu faculty thoughtleader'
Social,583267686051749891,'socieux the european union project about social protection  collaborates and this time travel to ghanan'
Economy,583267100807950336,'dtn poland poland aims to overtake uk in milk production poland is planning to become the european unions f'
Politics,583267095267258368,'effect project  european union initiative aimed at tackling gun crime in europe'
Economy,583267088325705728,'bitcoin regulation in european union bagile europeanlegalitybitcoin'
Social,583267035687309313,'ebola diaries survival and daily life in the midst of an emergency  ebola'
Social,583266854430371840,'north to miss euro clash george north will miss northamptons european champions cup q'
Social,583266818174795776,'northampton wing george north will miss saturdays european rugby champions cup gam'
Economy,583266732959227904,'curious about bitcoin regulation in the eu check out our latest blog'
Politics,583266625647874049,'six characteristics define st century leadership as president for the americas and european union r'
Social,583266565593935872,'northampton confirm george north to miss european champions cup quarter   skysports'
Social,583266444122566656,'nw wales north ruled out of clermont match northampton wing george north will miss saturdays european champ'
Politics,583265477369135104,'eu congratulates buhari says nigerians show how democracy works the european union eu has congratulated sebee'
Social,583265382229794816,'rugby union welsh northampton wing george north will miss saturdays european champions cup game with clermont because of a head injury'
Social,583265376701689856,'uefa and international players union fifpro have lodged a complaint with the european commission questioning the legality of thirdparty p'
Politics,583265376533942272,'poll do you think the uk should leave the european unionnyes'
Social,583265047490605057,'newsinfomedia north ruled out of clermont match northampton wing george north will miss saturdays european'
Social,583265035167793152,'northampton wing george north will miss saturdays european champions cup game with clermont because of a head'
Politics,583265007791652867,'thats not good greece have been a part of europe for centuries and european union need to consider how to help greece recovery'
Politics,583264610288979968,'six characteristics define st century leadership as president for the americas and european union  seattle'
Politics,583263940714586112,'in march our colleagues in european union at the un  geneva launched the idefend campaign which we supported'
Social,583263922746097664,'mid wales north ruled out of clermont match northampton wing george north will miss saturdays european cham'
Politics,583263809227395072,'want to know how the eu works take a look at this brochure also available in welsh'
Politics,583263769368784897,'leadership eu congratulates buhari says nigerians show how democracy works the european union eu has con'
Social,583263555870437376,'north ruled out of clermont match northampton wing george north will miss saturdays european champions cup news'
Politics,583262711779299329,'the european union wouldve banned it'
Social,583262697111744512,'the european union announced a pledge of nearly  billion euros  billion in humanitarian aid for wartorn syria at a donor'
Social,583261866958282752,'north ruled out of clermont match northampton wing george north will miss saturdays european champio ne feed'
Economy,583261609512030208,'greek public service union adedy notes a lack of tax inspectors in greece compare to other european countries'
Politics,583261540402393088,'fsu cultural post re between russia and the european union lukashenko is attempting to shed that d at rwd'
Social,583261426048872448,'uefa take fight against tpo to european commission uefa and international players union fifpro have lodged a'
Social,583261396592295936,'northampton confirm north rest rugby'
Economy,583261173765836800,'end of eu milk quotas raises cheers and dire warnings by nigel hunt london april  reuters  european union mi'
Economy,583261007629320193,'end of eu milk quotas raises cheers and dire warnings european union milk quotas were lifted on wednesday af'
Social,583260961890537473,'kwill the k stands for european union and not in europe'
Social,583260101500411904,'european union is a wonderful genius sustainable political project at the same time it is a disastrous cruel retarded economic project'
Politics,583259925603717121,'thank you eu delegation in jakarta for the exciting offer of european union internship in collaboration with'
Social,583259686406770688,'bbc north ruled out of clermont match northampton wing george north will miss saturdays european cha world'
Social,583259665074540544,'rt north ruled out of clermont match northampton wing george north will miss saturdays european cha follow'
Politics,583259524980711424,'how safe  the future of the useu safe harbor privacylaw'
Social,583259394567208960,'novicesfootball uefa take fight against tpo to european commission uefa and international players union fifpro'
Politics,583258926830907392,'european union congratulates buhari urges him to focus on the challenges ahead'
Politics,583258763668279296,'read european union congratulates buhari urges him to focus on the challenges ahead the eur via'
Social,583257850044022785,'ruckme northampton confirm north rest northampton have confirmed george north will miss saturdays european'
Politics,583257783488765952,'eu congratulates buhari says nigerians show how democracy works the european union eu has congratulated news'
Social,583257589980364800,'hahaha  this is heights at its best didnt european union and vatican lodge protest i dont appreciate his language though'
Social,583257234454499328,'canary islands fotos nusanjapannrussianeuropeanunionngermanynenglandnfrancenitalynaustralianbrazilnindia'
Social,583257158084493314,'north ruled out of clermont match northampton wing george north will miss saturdays european rugby ch rugby'
Politics,583256721990295553,'welcome to dgossip european unioneu thanks goodluck and congratulat'
Politics,583256580981796867,'tema lomba esei u magang di spanyol how does regional integration impact a nations sovereignty refer to asean  european union'
Social,583255965245440000,'north ruled out of clermont match northampton wing george north will miss saturdays european  thisiswales'
Social,583255932647378944,'options for preparing for gatherings in the eu european union in the context of the current outbreak of evd ebo'
Social,583255697921560576,'northampton confirm george north to miss european champions cup quarter   skysports sport news'
Economy,583255279740923904,'uber files complaints against  european union governments ban'
Economy,583255262317834243,'leaving the european union would be an act of economic self harm nick clegg has said it comes after a liberal democrat cabinet'
Social,583255024739946496,'registration open for efsas dietetic products nutrition and allergies meeting  european union'
Economy,583254841985798144,'european parliament signs new law on genetically modified crop cultivation  european union'
Politics,583254753372729344,'eu congratulates buhari says nigerians show how democracy works the european union eu has congratulated nigeria'
Social,583254718442520577,'ive changed my mind i love the european union'
Technology,583254200282419200,'efsa launches scientific data warehouse  european union'
Social,583253759712710656,'north ruled out of clermont match  northampton wing george north will miss saturdays european champions cup game'
Social,583253534264598528,'ne wales north ruled out of clermont match northampton wing george north will miss saturdays european champ'
Social,583253496591331330,'bbc northampton wing george north will miss saturdays european champions cup game with cl plus earthhour'
Social,583253201333415936,'news north ruled out of clermont match  northampton wing george north will miss saturdays european rugby champi'
Economy,583253162267668482,'climateaction will bring one million new greenjobs to the european union china and united states by'
Social,583253001361600512,'bbc north ruled out of clermont match northampton wing george north will miss saturdays european champions'
Economy,583252911263645696,'advocate general follows line taken by court of justice of the european union no vat deduction limitation for'
Economy,583252832171606017,'european union antitrust regulators seeks mcdonald tax deals'
Social,583252750680649728,'latest bbc feed north ruled out of clermont match  northampton wing george north will miss saturdays european ru'
Social,583252674948292608,'stickman soccer   ukraine   england  england soccer stickman ukraine'
Social,583252635324538880,'north ruled out of clermont match northampton wing george north will miss saturdays european champions skibabs'
Economy,583252626843664384,'uber files complaints against  european union governments ban   breakingnews'
Social,583252618325008384,'north ruled out of clermont match northampton wing george north will miss saturdays european champions cup game'
Social,583252231756984320,'north ruled out of clermont match northampton wing george north will miss saturdays european rug rugby rfc'
Social,583252229580156928,'north ruled out of clermont match northampton wing george north will miss saturdays european rugby champions'
Social,583252211141976064,'bbc rugby news north ruled out of clermont match northampton wing george north will miss saturdays european'
Social,583252207555870721,'bbcsport north ruled out of clermont match northampton wing george north will miss saturdays european ru'
Social,583251982539886592,'north ruled out of clermont match northampton wing george north will miss saturdays european rugby champions cup'
Social,583251911731601408,'north ruled out of clermont match northampton wing george north will miss saturdays european rug rugbyunion'
Economy,583251590162845696,'uber files complaints against  european union governments ban  wsj'
Economy,583251581048590336,'alert uber files complaints against  european union governments ban  wsj breakingnews alert'
Economy,583251577353474048,'breakingnews uber files complaints against  european union governments ban  wsj'
Social,583251503885852672,'north ruled out of clermont match northampton wing george north will miss saturdays european paedobritain'
Social,583251357613891584,'new post north ruled out of clermont match northampton wing george north will miss saturdays european champion'
Economy,583251296104419328,'novicesend of eu milk quotas raises cheers and dire warnings nneuropean union milk quotas were lifted on wednesd'
Social,583251218362810369,'north ruled out of clermont match northampton wing george north will miss saturdays european champio nw feed'
Politics,583250216721260544,'the latest chapter in what i call the tragedy of the european union is that the eu will lose the new ukraine'
Politics,583249721944367104,'energiewende isnt the energy plan for germany and energy union for the european union'
Economy,583249585365106690,'vnewscd uber files complaints against  european union governments foxnews cnn mtvstars'
Social,583249471686889472,'northampton confirm north rest northampton have confirmed george north will miss saturdays european champions cup'
Economy,583249264718925825,'uber files complaints against  european union governments against ban   news politics info'
Social,583249202060206080,'saints northampton confirm north rest northampton have confirmed george north will mi'
Social,583248363551739906,'northampton confirm north rest'
Economy,583247942557011968,'feat palgrave author ellen hazelkorn mixed opinions as european unionfunded ranking effort enters second year'
Economy,583247729889058816,'euro on european union users of pythagoras theoremnthe resulting revenues from april   bc to april   would be'
Social,583247101200564224,'european union no freedom no security and no justice'
Social,583247097698394112,'skysports northampton confirm north rest'
Social,583247068048846848,'northampton wing george north will miss their champions cup quarterfinal at clermont auvergne'
Social,583246467067842561,'latest northampton confirm north rest sportsnews'
Social,583246366450659328,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to make third'
Politics,583246287392272384,'focus on challenges ahead eu tells buhari gen muhammadu buharithe european union and france have congratul'
Technology,583246260842397696,'the european unions push for a digital single market  eu digitalmarket'
Politics,583246114977017856,'african envoy expresses concern over eu migrant center plans africas envoy to the european union warned wedn'
Economy,583245899066916865,'advocate general follows line taken by cjeu no vat deduction limitation for active holding companies'
Politics,583245750496321536,'eight judges and three advocatesgeneral to the court of justice of the european union appointed today cjue'
Social,583244978094231552,'george north will miss northamptons champions cup qf this weekend'
Social,583244286457573376,'northampton saints winger george north out of clermont auvergne clash'
Social,583244282892394496,'northampton saints winger george north out of clermont auvergne clash gejourhero'
Technology,583243771275538432,'nanerocks  any defects and needs to carry a visible seal of approval to be used on board an aircraft awarded by the european union or'
Politics,583243551926050816,'focus on challenges ahead eu tells buhari the european union and france have congratulated the presidentelect'
Social,583243231573364736,'uefa and players union fifpro ask the european commission to make thirdparty player ownership click'
Technology,583242404414824448,'any defects and needs to carry a visible seal of approval to be used on board an aircraft awarded by the european union or'
Politics,583242116089802753,'a day after missing deal deadline iran nuclear talks resume  france germany china the european union a'
Social,583241971659063296,'passport check via'
Social,583241479470092288,'northampton saints winger george north out of clermont auvergne clash ntfc cobblers'
Social,583241275022917632,'uefa and players union fifpro ask the european commission to make thirdparty player ownership illegal'
Social,583241047012065280,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to make thirdparty player ownership illeg'
Economy,583241038619389952,'should britain stay in the european union this will affect our economic balance sheet via'
Economy,583240810348437504,'uber files complaints against european governments over bans uber has filed complaints against three european union governments with'
Politics,583240532677148672,'european unioneu thanks goodluck and congratulates buhari'
Social,583240430776651776,'premier league  liverpool  league liverpool manchester premier united'
Politics,583240112097628160,'focus on challenges ahead eu tells buhari the european union and france have congratulated the president sebee'
Politics,583239958493847552,'you have to love politics sometime reading about neofunctionalist theory regarding the expansion of the european union bored'
Social,583239842378559488,'sportnews uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to'
Social,583239827178397696,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission bbcsportsday'
Social,583239749239898112,'bbc uk sport uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission'
Social,583239734652092416,'football news uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commissio'
Social,583239233625800704,'uefa seeks thirdparty ownership law  uefa and players union fifpro ask the european commission to make thirdpa'
Economy,583238940573962240,'mcd under eu scrutiny for tax rulings in luxembourg'
Social,583238652421021696,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commissi sport bet sites'
Social,583238505632915456,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to make  bpl'
Social,583238499588911104,'bpl uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to make'
Social,583238497655341056,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission football rt'
Social,583238489270964224,'football uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to'
Social,583238488977375232,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to make thirdparty player ownership'
Social,583238467657728000,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to albarjeel'
Social,583237916832501760,'football uefa seeks thirdparty ownership law  uefa and players union fifpro ask the european commission to mak'
Technology,583237826952765440,'european union data protection authorities approve amazon web services data processing agreement infosec'
Technology,583237436446248960,'the european union seeks to create a single market for digital products copyright intellectualproperty'
Politics,583237340035870720,'focus on challenges ahead eu tells buhari the european union and france have congratulated t bennycapricon'
Technology,583236624110211072,'help me out a european union law website rd party cookie if yes is this in violation of'
Social,583236336754130945,'footballnews uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission'
Social,583236333247705088,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to  football'
Social,583236325475676160,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commis football soccer'
Social,583236319687544832,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission  opetimistic'
Social,583236294660100096,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission azaliadotid'
Social,583234779384012800,'orbn viktor says he doesnt feel at home in european union  to see relatives he has to travel east nnone'
Economy,583234667869949952,'ecofin composed of finance ministers and economics of the  european union member states'
Social,583234667668598784,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to make'
Economy,583234566061580288,'next comes ecofin becoming one of the oldest configurations of the council of the european union'
Social,583234144282521600,'sportsbettin uefa and players union fifpro ask the european commission to make thirdparty player ownership illegal'
Politics,583234102075256832,'editorit is noble that zimbabwe and the european union are reengaging in an effort to'
Economy,583233664823259137,'energiewende is rebalancing the european union by deindistrailizing germany spain with good re resources will pick up the slack'
Economy,583233419766808576,'poland was the only country in the european union to avoid the recession  good job'
Social,583233401970245632,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to make t rt'
Politics,583232918945865729,'focus on challenges ahead eu tells buhari the european union and france have congratulated the presidentel'
Social,583232731154423808,'uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commission to make thirdpar'
Politics,583232669099540480,'focus on challenges ahead eu tells buhari the european union and france have con'
Politics,583232655107317761,'nigerianyoot focus on challenges ahead eu tells buhari the european union and france have congratulated th'
Politics,583232632953053184,'punchnews focus on challenges ahead eu tells buhari the european union and france have congratulated the pr'
Politics,583232630566588416,'punchnews focus on challenges ahead eu tells buhari the european union and france have congratulated the p'
Politics,583232551092781056,'focus on challenges ahead eu tells buhari the european union and france have congratulat'
Politics,583232490745163777,'punchnews focus on challenges ahead eu tells buhari the european union and france have congratulated the'
Social,583231583064350720,'uefa and players union fifpro ask the european commission to make thirdparty player ownership illegal worldcup'
Politics,583231366378065921,'eu suggests imposition of sanctions on israel over settlements brussels press tv  the european union has re'
Politics,583231313307553792,'must read global report on the deathpenaltyiran actsusa talks'
Social,583231279610634240,'uefa and world players union fifpro have asked the european commission to outlaw thirdparty player ownership'
Politics,583231269200363520,'focus on challenges ahead eu tells buhari the european union and france have'
Economy,583231086509031424,'serbia energy  serbianew insurance law  conditions for liberalizing the insurance services'
Economy,583231070880989184,'serbianew insurance law  conditions for liberalizing the insurance services market and additional harmonizat'
Social,583230999607136256,'dtn world cup  uefa seeks thirdparty ownership law uefa and players union fifpro ask the european commi'
Economy,583230879964766208,'japanese also consider us eastern europe and have different rules for us than other european countries in union lol'
Social,583230051644239873,'survive prospect for ukraine and europe  war russia soros ukrainenreforms european union'
Economy,583229932366479360,'the european union has recommended that sanctions be imposed on the israeli regime over its settlement expansi'
Technology,583229894785658882,'facebook tracks all users including ones who have loggedout or not registered in violation of eu law'
Economy,583228578491277313,'leaving the european union would be an act of economic self harm and could risk the uk recovery liberal democrat leader nick clegg says'
Politics,583227620944318464,'focus on challenges ahead eu tells buhari the european union and france have congratulated the skibabs'
Politics,583226916523540480,'eu seriously reevaluating sri lankas request for gsp neuropean union ambassador to sri  lka mydays'
Economy,583226752148754432,'eu suggests imposition of sanctions on israel over settlements the european union has recommended that sancti'
Social,583226471549927425,'glad that someone recalled rome was the city chosen for the signing of the european unions founding treaty'
Economy,583224825155596288,'the us bank insurance and resolution experience and lessons for the european union'
Technology,583223889318297600,'innovative smart grids central to energy union  energy  european commission   via'
Economy,583223707327328256,'boersma european policymakers realize reforms are needed to improve access to credit in the eurozone'
Economy,583223028613427200,'mt  mcdonalds under eu scrutiny for tax rulings in luxembourg taxjustice'
Politics,583222835662835714,'boersma were generally supportive of any proeuropean measures that help improve systemic integration'
Politics,583222387027607552,'the european union a guide to terminology procedures and sources house of commons background paper'
Economy,583220675969740802,'european union no more ttip negotiationsngreat news from loof lipra stopttip'
Social,583220674216493058,'aprilfools enough progress had been made'
Social,583220458142711808,'rugby union  european qfs this weekend full coupon available at'
Economy,583219673384247296,'petition  council of the european union stop eu funding of eritreas repressive regime the root cause'
Social,583218952836354049,'labour controlling immigration whilst remaining in the european union how does that happen'
Politics,583218886700453888,'new economics blog would norway benefit from being inside the european union'
Social,583217808747720704,'how about focusing on the poverty and inhuman situation the eu has created in the european union  high time'
Politics,583215592578121728,'lobby in romania vs lobby in european union prin'
Social,583215322553028609,'eu photo competition launched in swaziland  in partership with yebo gallery'
Politics,583214950291779584,'out now in paperback the european union  japan takes a fresh honest  provocative look at the relationship'
Technology,583213303695949824,'aws gets eu approval for data replication outside of europen n the european union data protection authorities has approved amazon web serv'
Social,583212323130744832,'soulandjazzcom has shared  podcasts   showcases across  countries  the soulcuts show makes it'
Politics,583211814688808960,'poll do you think the uk should leave the european union  of people do'
Social,583211103699664896,'the european unions nobel peace prize'
Social,583210546620706816,'farage is biggest hypocrite world has ever seen  former conservative paid by european union rich imployed his wife'
Economy,583209811396923392,'mcd mcdonalds under eu scrutiny for tax rulings in luxembourg  business  the guardian'
Technology,583209299075309569,'visited european union law site opted out of cookies quit browser restarted and found these'
Social,583209123841359872,'im listening to concerto for violin  orchestra no  in f by federigo fiorillo on pandora'
Social,583208605022691329,'turns out uk is paying bugger all ukip tories fools'
Politics,583207193299828736,'us eu intervene in ukraine to pursue own interestsnnunited states and the european union eu proceeded with'
Economy,583206375460720640,'greece fails to reach deal greece failed to reach an initial deal with the european union and the imf to unlo'
Politics,583205714107060224,'armenia vanadzor eu aims to broker more talks between russia ukraine this month the european union is stri'
Economy,583205598143074304,'european union european parliaments fisheries committee votes for the baltic plan   via'
Social,583204096074747904,'union cup  brussels  european gay rugby  pinkstart   via'
Technology,583203520922386432,'facebook tracks all users including ones who have loggedout or not registered   techworm'
Economy,583203423018979328,'please sign the petition calling on the european union to stop funding the regime in eritrea the root cause of'
Economy,583202739045462016,'council of the european union stop eu funding of eritreas repressive regime nthe root cause of re via'
Economy,583201461674246144,'milk quotas scrapped in eu in all  member states of the european union milk quotas have ended starting fro'
Politics,583199897450467328,'last chance for ukraine eu the european union stands at a crossroads the shape it takes five years from now'
Politics,583199759277621248,'rt global report on the deathpenalty is out todayworld iran irantalks ap'
Politics,583199182967570432,'european union troops occupied albania to restore central authority the opposition parties which all along had been negotiating'
Politics,583198812291915776,'european union walks tightrope with ukraine and greece if the eu hadnt sought to extend its influence into russias backyard no probs'
Economy,583198195762741248,'the economist  european bank mergers passport check banking'
Social,583198099201499136,'uefa  global players union  have lodged complaint with european commission questioning legality of thirdparty player ownership'
Politics,583197679070638080,'global report on the deathpenalty is out todayiran irantalks see here facts'
Social,583197038994673664,'great example of crisis management and response leading to long term health system development'
Economy,583197023899410433,'on this day in  the european union adopted the euro as a common currency euro'
Politics,583196733993299968,'amnesty international releases deathpenalty report'
Social,583196567844347904,'when the european union decided to place there some of the most important offices bullshit'
Politics,583195621470937088,'hurra the libertarian case for the european union anbefales'
Social,583195464109060098,'start of the eyd health month brings us a fascinating story about a man from guinea who after surviving'
Politics,583195000621572096,'malena mard status quo in nagornokarabakh conflict unacceptable in  azerbaijan and the european union'
Social,583194831603802112,'for  the people dont want turkeynin the european union ok  turquie n  frau merkel'
Technology,583194591467323392,'european union data protection authorities approve amazon web services data processing agreement aws'
Technology,583194274986106880,'facebook tracks all users including ones who have loggedout in violation of european union law via'
Technology,583193817131671552,'european union can provide india with advanced technology says joao cravinho  the economic times'
Technology,583193590526054400,'european union data protection authorities approve amazon web services data processing agreement'
Economy,583193186702659584,'european union president donald tusk said he doesnt expect greece to receive any aid before the easter break'
Social,583192700192718848,'social policy in the european union is by far the coolest class ive had to take throughout my years in college not sure its because of'
Social,583192510337564672,'first story of the week for april eyd health month deals with fight against ebola in guinea'
Economy,583192338513715200,'the statement at a european union leaders summit meeting came as greece scraped together enough money to pay around  billion in'
Technology,583190855093227520,'european union authorities approve amazons data processing agreement'
Politics,583190570023124992,'today french farmers launched a campaign urging britain not to leave the european union'
Economy,583190344826691584,'european union mar markit mfg final pmi increase to  fcast   vs prev  forexnews'
Economy,583187738012180480,'eu ditches milk quotas to mixed response european union milk quotas have been lifted after more than three d'
Social,583187376324894720,'european union bosses plotting to extend school holidays to  weeks'
Economy,583187266647896064,'poland was the only country in the european union to avoid the recession but szeszney suffering recession in north london'
Economy,583187177003094016,'billion in  years  prime minister portia simpson miller has lauded the european union yournews gmu'
Economy,583186877613649920,'european union mar markit mfg final pmi increase to  fcast   vs prev news instaforex forex trading'
Economy,583186856835043328,'european union mar markit mfg final pmi increase to  fcast   vs prev'
Politics,583186851856576512,'nthis is what european union is doing to europe and our countryn'
Economy,583185794736754689,'whattheffacts facts whattheffacts poland was the only country in the european union to avoid the recession'
Social,583183231949750272,'daily mirror european union bosses plotting to extend school holidays   newsintweets'
Economy,583182068605038592,'european monetary union markit manufacturing pmi came in at  above forecasts  in march article m'
Politics,583181590194307072,'full amnesty report on death penalties in  here'
Social,583181353509896192,'european union bosses plotting to extend school holidays to  weeks  haha'
Politics,583181098609451008,'france will give russian mistral european union'
Politics,583180898507624448,'out of european union but conservative and labour would never vote forit in parliament'
Economy,583180597901807616,'european monetary union markit manufacturing pmi came in at  above forecasts  in march myrichtraders'
Politics,583180007276707840,'the european union explained via'
Economy,583179542921101312,'european monetary union markit manufacturing pmi came in at  above forecasts  in march via'
Economy,583179296275083264,'european monetary union markit manufacturing pmi came in at  above forecasts  in march forex via fxstreet'
Economy,583179291623616512,'european monetary union markit manufacturing pmi came in at  above forecasts  in march forex forextr'
Economy,583179285508333568,'european monetary union markit manufacturing pmi came in at  above forecasts  in march fx trading'
Economy,583179281645342720,'european monetary union markit manufacturing pmi came in at  above forecasts  in march'
Politics,583179270630952960,'things you need to know wednesday iranian foreign minister javad zarif center right european union high r'
Social,583179223101210624,'are you a social entrepreneur in china russia or the eu then this one is for you seforis'
Economy,583178494445666304,'european monetary union markit manufacturing pmi came in at  above forecasts  in marchn actualn consensusn previous'
Economy,583178482710028288,'eur european monetary union markit manufacturing pmi mar  a   c   p'
Politics,583177742000230401,'star there is no star  poll should britain leave the european union to leave the eu star to stay in your call'
Economy,583174547844800512,'european monetary union manufacturing purchasing managers index out from markit economics at  gmt last came in at  watch eur'
Economy,583174503909486592,'poland was the only country in the european union to avoid the recessionbecause nobody lives in poland they all live here'
Politics,583173261694922752,'stopallexecutions  amnesty international releases deathpenalty report'
Politics,583172444560744448,'amnestyonline maevepatterson amnesty international releases deathpenalty report what is the eu doing t'
Social,583172079287140352,'there can be an honourable agreement between greece and the european union allowing the people to exit misery and restore hope'
Economy,583172038673752064,'failure of austerity policies highlighted in european trade union institutes benchmarking working europe  report'
Politics,583171387897946112,'we had a deal with russia that european union is urs and gulf countries are minennnnnno pact of invading india there is nothing'
Social,583167772038995968,'what glory there is nothing to play  until auto qualification to  for winners is added'
Social,583166091301642240,'european  at risk of becoming rugby johnstones paint trophy'
