@RELATION	testSet

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Social,585476917865930754,'#tags for the european union daily is out!  stories via @ianduncanmep @jude_kd'
Politics,585476257099415552,'blair has no real idea of the benefits of being in the european union. like hayek said its a poor  experiment'
Politics,585476085841797120,'does the european union have a future? | shout out ukshout out uk  via @shoutout_uk'
Politics,585475500543451137,'british exit from european union would be damaging for north east according to new report @thejournalnews'
Politics,585474942810136576,'#uk should stay in #eu says obama admin  #us sees british engagement in europe 2b in american interests. uk:"yes sir"!'
Politics,585474820751683584,'#politics #toryhypocrisy winston churchill great @conservatives prime minister his vision "united states of europe!"'
Economy,585474697053282305,'ireland is the fastest growing economy in the european union'
Social,585474378017722368,'the economist | turkey and the european union: media freedom rip?  via @theeconomist'
Politics,585474195246731264,'in 2015 let’s demand ambitious legislation from the european union to put a stop to #conflictminerals !'
Technology,585474123708702720,'office 365s privacy features meet the high standards of privacy set by european union authorities. directive...'
Economy,585473696187490305,'european union quizzes italy on bank aid #milan #thelocal'
Social,585473127905370113,'@formaraprint @efi_print_tech i noticed that! so i popped down european union and went from there. any ideas why efi?'
Technology,585472896656662528,'#scichat european geosciences union meeting: press conferences live stream on-site registration'
Politics,585472831380529152,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Economy,585472813466832897,'infh uxeyx 070415180248 european union quizzes italy on bank aid'
Politics,585472514425511937,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Economy,585471633286115329,'@slatukip ukip want to leave corrupt european union ideally but referendum is the most likely scenario. understand that chump?@wizardpc'
Politics,585471546015219713,'greece - russia relations and the eu'
Technology,585471453488934912,'bakery fruit processing firm bag eu energy awards: the european union and the european bank for reconstructio...'
Economy,585471326535737344,'the european union is under increasing pressure to curtail its anticompetitive subsidies to farmers.[900034]'
Technology,585470825433866240,'@bardolfranck @tech_eu thanks a lot. however more attention should be paid to european ipos:'
Social,585470510345093120,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Politics,585470487955922945,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Technology,585469837075415040,'this is why the european union hates big tech companies'
Politics,585469649053212673,'tony blair warns that quitting european union threatens city’s supremacy'
Technology,585468117125574656,'european geosciences union meeting: press conferences live stream on-site registration  #space'
Politics,585467611187675137,'@craigbatemanuk yet we implemented the european union act 2011 (when the tories were still against a referendum) and'
Social,585467449954459650,'europe us un concerned over turkey’s media bans: european union the us and un have expressed concerns over ...'
Politics,585467172673220609,'the business case for membership of the european union is obvious - says former pm tony blair @tonyblairoffice'
Economy,585467156860694528,'want to conduct business in europe? the @eu_commission offers a variety of grants for businesses in every industry'
Social,585466892770480128,'gaywebsource gay press - juncker i commission – strong promise of a european union respectful of lgbti rights  #lgbt'
Social,585466832594870274,'#european #union #film festival in india delhi chandigarhchennaiahmedabad ... #ida to be seen #oscars2015 winner'
Social,585466787879333888,'european unions food safety policy:'
Politics,585465618880733185,'tony blair warns that quitting european union threatens citys…  |  #news'
Politics,585465612127891456,'- @ukip leader @nigel_farage  welcomes blair intervention on the european union'
Economy,585464860063870976,'eu gathers evidence on deferred tax assets in greece italy portugal and spain: brussels—the european union i...'
Politics,585464092888080384,'europe: from wwii to todays european union:  via @youtube'
Social,585463321933062149,'europe us un concerned over turkey’s media bans: european union the us and un have expressed concerns over ...'
Social,585462784487464960,'rt infoaqualogy: the european union will cut its greenhouse emissions by 40% by 2030  open_resource #rrtour'
Politics,585462281221382145,'@tonyblairoffice mr blair - the european union is not europe. if it was then russia would be in the european union. the eu is not europe.'
Social,585462127403622400,'the european union will cut its greenhouse emissions by 40% by 2030  @open_resource #rrtour'
Social,585462124526379008,'the european union will cut its greenhouse emissions by 40% by 2030  @open_resource #rrtour'
Politics,585461652507783168,'. @lornajane2 @newjournal i would vote to withdraw from the european union and join the wider world!'
Politics,585461587567214592,'tony blair warns that quitting european union threatens city’s supremacy – evening standard'
Politics,585460793472319488,'the european union looked to be a good idea. its failed now have the balls to admit it and move on. whats hard about saying we got it wrong'
Social,585460501594931200,'mother of 4 in rural uganda is challenging. what if you are disabled like margaret? #eyd2015'
Social,585459286098063360,'advocating community pharmacy in europe: in his role at the pharmaceutical group of the european union jamie ...'
Social,585459165478440961,'rt bingetube: ;: southampton vs hull city - all #goals... ; #england …'
Politics,585459160772435969,'good of #tonyblair to remind the nation why exactly we have to leave the european union. #ukip'
Economy,585459071765061633,'european union quizzes italy on bank aid  the eu is seeking information from italy spain greece and portugal to d…'
Technology,585459031516516352,'@kevinfolta  "as a food additive azodicarbonamide is not authorised for use in australia and the european union"'
Politics,585458579328512000,'greece - russia relations and the eu'
Politics,585458556691877890,'greece - russia relations and the eu'
Politics,585458545497403392,'farage welcomes blair intervention on the european union'
Economy,585458363594575872,'“the trade and development policy of the european union”'
Economy,585458215153983488,'european union quizzes italy on bank aid  the eu is seeking information from italy spain greece and portugal to d…'
Politics,585457800706265091,'tony blair warns that quitting european union threatens citys supremacy - evening standard'
Social,585457698579292161,': southampton vs hull city - all #goals...  #england #hull #league #premier #soccer #southampton'
Politics,585457646972510209,'#news tony blair warns that quitting european union threatens citys supremacy -…  #topstories via thomas tolkien'
Politics,585457641146736641,'im sitting in the library reading about putins situation w the european union and then im       smacked in the face w this n rip me'
Technology,585457425060364289,'european geosciences union meeting: press conferences live stream on-site registration'
Social,585457342629679104,'so begins our tutti. francesco piemontesi maestro ashkenazy & european union youth orchestra. with my new name...'
Social,585457225319243777,'advocating community pharmacy in europe - in his role at the pharmaceutical group of the european union jamie wilk...'
Politics,585457219908595712,'david cameron would renegotiate the uks relationship with the european union before a referendum is held (by 2017).'
Economy,585457217199071233,'have you taken the european union web-cosi social entrepreneurship survey? yet?  #socentdata #civic #data #statistics'
Economy,585457105269878784,'update: news from the eu parliament european union eu matters and eu employment:  /collected via analyticus'
Politics,585457040673243138,'considering the maeus program? register for euro/ps 385 - politics of the european union (online) this summer and dive into the eu waters.'
Politics,585456887182729218,'| greece - russia relations and the eu'
Politics,585456790244065280,'farage welcomes blair intervention on the european union'
Politics,585455997109534720,'#uk: tony blair warns that quitting european union threatens citys supremacy - evening standard'
Politics,585455153240768512,'@truckshorsesdog @christichat same problem in the european union ! emphasis from politicians on the wrong subjects far from reality.'
Economy,585455036605583360,'mcdonalds under #eu scrutiny for #tax rulings in #luxembourg  #business #avoidance #taxdodging #advisers #cheshire'
Technology,585455007576809472,'italy-france transmission line is latest to cross borders in european union - smartgridnews:'
Social,585454941742895104,'unemployment public-sector health-care spending and breast cancer mortality in the european union: 1990–2009 |…'
Technology,585454545368719360,'top companies pressing european council to lay a low carbon energy foundation for the new energy union:  #cwparis'
Politics,585454467480494080,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585454181244391425,'.@wizardpc #ukip : "ukip policy to leave the european union not to hold a referendum".its not hard to find this stuff you know.'
Economy,585452815893405697,'eu increases aid for syrias yarmouk camp: (menafn - saudi press agency) the european union is providing 2.5 m...'
Technology,585452616131473409,'cytori granted orphan drug status for cellular therapeutic in european union  #onmedic #biotechnology'
Economy,585452524976607232,'@rose_rrection. babe if it likes it should be the bank of the european union no rats ass is given.. they are completely without hope..'
Social,585452417090584577,'european style 2014 union jack prints/ loose large'
Economy,585451597355950082,'ecb guideline on the implementation of the eurosystem monetary policy framework (oj l 91 2.4.2015):'
Politics,585451427474071552,'whos calculating and whos paying vat under polish law? see macikowski case:'
Economy,585450656250654720,'fears of greek debt default overshadow european union gathering  #economy #greece #eu #finance #money #eurozone'
Social,585450469113393152,'council of the european union: ban the sale of shark fins  via @change'
Politics,585449256858886144,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Social,585449180266639360,'dont believe the headlines  #statistics #eu #european union #data'
Social,585448888015818753,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Politics,585448864120840193,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Politics,585448659484934147,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585448649590640642,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Social,585448286623924224,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Politics,585448234065113090,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Politics,585448171792269313,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Technology,585447724234997761,'time to think about a european union operated airlift capability? @egmontinstitute:'
Politics,585447207471484928,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585447104144736257,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585447021256974336,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585446195947966465,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Social,585446174661849088,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Politics,585446153694519298,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Social,585445984932646912,'#ebola survivor helps his #community to recover  #guinea @msf_field @emergency_ong @eu_echo @europeaid #whd2015'
Politics,585445637681885185,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585445629796556801,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Economy,585445076475731968,'@downeyryan maybe try an open university ma in basic economics then you may better grasp what threat we face under the european union'
Politics,585445024487247873,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Economy,585444938944483328,'european union european commission approves three aid schemes for the french aviation sector brussels (cont)'
Technology,585443650496245760,'cytori granted orphan drug status for cellular therapeutic in european union | business wire'
Politics,585443463145086979,'coming soon: 4th ed of bermann/goebel/davey/fox cases & materials on european union law now with several chapters by yours truly!'
Social,585443259054432256,'european union facts. know your #community  #bablagame'
Politics,585443195472908289,'@jerbsod @independent theyve threatened to align with russia and pull out of european union?'
Social,585442014705033216,'estimating the costs of gender-based violence in the european union'
Politics,585441954738995201,'energy law update - communication from the european commission on the european energy union - february 2015'
Politics,585441920228261888,'does the european union have a future?  #europeanunion #eu #eurozone'
Social,585441835335557121,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Politics,585441826519134208,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Politics,585441823876747264,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585441732134703104,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585441685980590081,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585441666095517697,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585441651046404096,'@michaelwhite elections to the european parliament are 5-yearly not 4!literally spat nescafe all over my pc'
Politics,585441613360439297,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585441580355432448,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585441554183036928,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Politics,585441528987848704,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585441424478461953,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Social,585441384213028864,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Social,585441364587872258,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Politics,585441277082267649,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585441222321385472,'@dodnews @southcomwatch thats what we were told about the european union.'
Politics,585441078205026304,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585441071250870272,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Politics,585440944415203328,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585440941135134722,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Politics,585440858440249344,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585440797853491201,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Technology,585440781151956994,'european union: the legality of a youtube video integrated into a third party site (framing)'
Social,585440707726352384,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Politics,585440644396552193,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Politics,585440618270167040,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585440530735038464,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585440487500222466,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585440302569136129,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Technology,585440065486254081,'[job munich] science policy fellow at european geosciences union (deadline 3 may)'
Social,585439073810153472,': oceana - endless summer (official...  #endless #england #euro #oceana #official #soccer #uefa'
Economy,585439071230623744,'rt digitalagendaeu: what can help european #smes & #startups to access finance more easily? we need your ideas  #ca…'
Politics,585438348128288768,'council of the european union united nations the hague: investigation into illegal secret civil hea...  via @change'
Economy,585438262115852288,'the european unions cohesion policy: investing in your regions and cities:  vía @youtube'
Social,585438229698052096,'a writing contest on the theme of the european union – vietnam relations has been launched  in #vietnam (open to...'
Politics,585438184223461376,'so now greece turns to moscow for help. great job european union.'
Technology,585437798745952256,'interdisciplinary doctoral colloquium: the european union as a global actor 8 may 2015 leuven  #leuvenidc'
Social,585437716353064960,'saturday april 11th is world parkinsons day.in the european union approximately 1.2 million people have...'
Economy,585437427533094914,'european union studies four countries over banks deferred tax assets - economic times'
Social,585437411116716032,'people both geographically and politically the uk is part of europe. its on the continent and part of the european union. deal with it.'
Social,585436745669423104,'the european trade union confederation gives its full support to colleagues in arab countries in their defence of people’s rights #terrorism'
Social,585436745635864576,'the european trade union confederation gives its full support to colleagues in arab countries in their defence of people’s rights #terrorism'
Politics,585435739846008832,'@sunnation @matthew_elliott we voted on joining a small scale  common market for trade/not 28 member state european union that controls us!'
Politics,585435721877557248,'nigel farage responds to former pm tony blairs comments on the european union | via sky news'
Politics,585435700125806592,'farage welcomes blair intervention on the european union   cameron miliband & blair are whores for eu tyranny   #ukip'
Economy,585435367140151296,'rockstar business world: in or out of the european union'
Economy,585435338816036864,'rockstar business world: in or out of the european union'
Economy,585435308486983684,'rockstar business world: in or out of the european union'
Politics,585435136386326528,'armenia poised to make pivotal decision about further cooperation with european union  #occupy #ows #occupywallstre…'
Economy,585435060691668994,'have you taken the european union web-cosi social entrepreneurship survey? yet?  #socentdata #civic #data #statistics'
Social,585434745766551553,'life in the #eu is not ideal but we are better together'
Economy,585433947817041920,'european union studies four countries over banks deferred tax assets'
Politics,585432713181671424,'adolf hitler david cameron wont succeed in his historical quest for greatbritain to become japan outside the european union. well stop him'
Social,585432647419219968,'today is #worldhealthday! check the post of @mimicaeu & @v_andriukaitis on #foodsafety #malnutrition fight:  #eyd2015'
Politics,585432590221496321,'@greecemfa and on this issue like the other current ... dialogue with our partners in the european union ...'
Social,585432392837500929,'health - a key element of our lives & a key challenge for the world. @v_andriukaitis  & @mimicaeu  #worldhealthday'
Politics,585431959653888001,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Politics,585431950434832384,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585431897947287553,'@soniapoulton please sign this petition sonia!no more secret courts!#ge15 #ge2015 #generalelection'
Politics,585431866485772288,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585431804338810880,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585431619583942656,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Politics,585431568770068480,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585431528475234304,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Politics,585431482396618752,'1000 signatures for equal voting rights in ep elections!  via @ukchange'
Politics,585431398795747329,'1000 signatures for equal voting rights in ep elections!  via @ukchange'
Politics,585431315186585603,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585431295607451649,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge2015'
Politics,585431276359909376,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #bbc#ge15 #ge2015'
Politics,585430585608249345,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #generalelection#ge15'
Politics,585430064348692480,'@aukwardsquad not blood just a referendum to get us out of this corporate elitist dictatorship thats the european union #freedome'
Economy,585429960245903361,'eu studies spain italy greece & portugal over banks’ potentially illegal deferred tax assets: european union...'
Politics,585429697934270464,'investigation into illegal secret civil hearing of criminal matters of a most serious nature #whistleblowerkids'
Politics,585429533018484736,'council of the european union united nations the hague: investigation into illegal secret civil h...  via @ukchange'
Social,585429475321581568,'we all in this together ^^go european union !-fi-'
Social,585429335391145984,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Politics,585428834268372993,'jose manuel barroso to give address on the state of the european union @wilsonschool at princeton on april 8:'
Technology,585427797985886208,'by the #numbers: the number of #ingredients banned in #cosmetics in the united states: 10; the number banned in the european union: 1110+.'
Politics,585427684571750400,'european union - eeas (european external action service) | joint statement by eu high…'
Economy,585426965500297216,'talking europe - youth unemployement: eu working to find more jobs'
Social,585426511450234880,'food safety is  the theme of this year’s #worldhealthday . the eu has been at the forefront of global efforts to...'
Social,585426467330334720,'@v_andriukaitis  @mimicaeu highlight importance of  #foodsafety for @eyd2015  #worldhealthday'
Politics,585426375139577856,'thanks to @tonyblairoffice @ukip now have the #liblabcon on the european union hook!we now have free movement of @uklabour voters to ukip'
Politics,585426034478059520,'#russia eu to host russia ukraine gas talks april 14: brussels--the european union will host the next r...  #news'
Economy,585424143539163137,'young urges salary cap rethink'
Economy,585423840496451584,'fun fact: bulgaria is the poorest member of the european union.'
Politics,585423042811047938,'a british exit from the european union would hurt the poorest regions of the country hardest'
Politics,585422762245754881,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Politics,585422655219609601,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Politics,585422289799217153,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Social,585422260233605120,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Politics,585422200863379456,'farage welcomes blair intervention on the european union'
Politics,585422008625672192,'eu to host russia ukraine gas talks april 14: brussels--the european union will host the next round of gas ta...'
Politics,585421976350498817,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Politics,585421724751003648,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Politics,585421631360610304,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Politics,585421586137645056,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Politics,585421548493733888,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Politics,585421529808293890,'what if scotland left the european union? via @heraldscotland. to stay in eu we need a lab gov - so vote lab for one.'
Social,585421141197492224,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Social,585421093302886400,'british drivers could be stripped of uk licences under new eu laws'
Politics,585421089162989568,'forged in crises'
Politics,585420958476931072,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Economy,585420888222216193,'moscow has mostly focused on building ties with asia since the u.s. and european union sanctions came ...  #kabari'
Politics,585420865820467200,'no more secret courts in the uk!show your support!#ge15 #ge2015 #generalelection #gamergate #jeremyclarkson #bbc'
Politics,585420749256667136,'farage welcomes blair intervention on the european union       cameron miliband & blair push evil eu tyranny    #ukip'
Economy,585420407605460992,'what would be the implications for scotlands prosperity and businesses if it left the eu?'
Social,585419691625160705,'#sloviansk#lenin and flag of european unionvia @p_pieniazek'
Technology,585419397755318272,'cytori granted orphan drug status for cellular therapeutic in european union - business…  •'
Technology,585419275344556033,'cytori granted orphan drug status for cellular therapeutic in european union  #medical #drug'
Technology,585418568772231168,'cytori granted orphan drug status for cellular therapeutic in european union  #biotech'
Technology,585418405517242368,'cytori granted orphan drug status for cellular therapeutic in european union - business wire (press release)'
Technology,585418289347596289,'cytori granted orphan drug status for cellular therapeutic in european union'
Politics,585417226246840320,'dress matches my shoes? check. lipstick matches my dress? check. ready to take over the european union and the united nations today. #nbd'
Politics,585416876068569088,'so great when it is 17 degrees outside and you are stuck learning about the functioning of the european union ?'
Economy,585416776432934912,'european central bank supervisory board code of conduct published in official journal  - by @shearmangreen'
Politics,585416437956751360,'ive got a 3 hour politics class tonight on the european union and im gonna be distracted thinking about municipal elections back in stl.'
Social,585415879145484289,'@andreassoridis @goldenstorm2 excellent! mother european unions babies are growing up. wonder who is next?'
Politics,585415373006049280,'eu to host russia ukraine gas talks april 14: brussels--the european union will host the next round of gas ta...'
Technology,585415366714589185,'stock update (nasdaq:cytx): cytori therapeutics inc granted orphan drug status for…  #healthcare #financial #news'
Economy,585415351388614656,'eu studies four countries over banks deferred tax assets: european union regulators are scrutinising four eu ...'
Politics,585415121750466560,'church stretton | letter: life in the european union is not ideal but we are better together...: ...i...  #chirps'
Economy,585414730522562560,'eu studies four countries over banks deferred tax assets: brussels (reuters) - european union regulators are ...'
Economy,585414726936432642,'eu studies four countries over banks deferred tax assets: brussels (reuters) - european union regulators are ...'
Technology,585414447121862657,'european commission granted orphan status to our #scleroderma cellular therapeutic eccs-50  #raredisease $cytx'
Technology,585414447088316416,'european commission granted orphan status to our #scleroderma cellular therapeutic eccs-50  #raredisease $cytx'
Technology,585414248261521410,'cytori granted orphan drug status for cellular therapeutic in european union'
Technology,585414148650995712,'$cytx 1.32 (sizeable short int) cytori granted orphan drug status for cellular therapeutic in european union'
Politics,585414098361438208,'farage welcomes blair intervention on the european union'
Politics,585413951552356352,'@euinkenya: eu vows support after #garissaattack says high representative &vice president @federicamog -  @dailynation'
Technology,585413784967237632,'news: cytori granted orphan drug status for cellular therapeutic in european union'
Politics,585413733935087616,'business: eu to host russia ukraine gas talks - the european union said it will host the next round of gas talks ...'
Technology,585413448412045313,'cytori granted orphan drug status for cellular therapeutic in european union'
Politics,585413394351656961,'34worldview : eu to host russia ukraine gas talks - the european union said it will host the next round of gas ta...'
Technology,585413255570522112,'news: cytori granted orphan drug status for cellular therapeutic in european union'
Technology,585413171759943680,'#clinicaltrials news cytori granted orphan drug status for cellular therapeutic in european union'
Politics,585412930209878016,'eu to host russia ukraine gas talks: the european union said it will host the next round of gas talks between...'
Economy,585412928444076032,'eu gathers evidence on deferred tax assets: the european union is gathering evidence for a possible investigat...'
Politics,585412925885526017,'eu to host russia ukraine gas talks: the european union said it will host the next round of gas talks between...'
Economy,585412923503222784,'eu gathers evidence on deferred tax assets: the european union is gathering evidence for a possible investigat...'
Politics,585412918977626112,'#farage welcomes blair intervention on the european union. nigel farage the #ukip leader has welcomed tony...'
Politics,585412916767109120,'eu to host russia ukraine gas talks: the european union said it will host the next round of gas talks between...'
Economy,585412915798216705,'eu gathers evidence on deferred tax assets: the european union is gathering evidence for a possible investigat...'
Technology,585412671748624386,'#stemcells news: cytori granted orphan drug status for cellular therapeutic in european union'
Technology,585412598373429248,'cytori granted orphan drug status for cellular therapeutic in european union'
Technology,585412339568144384,'#drugapprovals news: cytori granted orphan drug status for cellular therapeutic in european union'
Technology,585412247528275968,'$cytx granted orphan drug status for cellular therapeutic in european union'
Technology,585412242037956608,'#clinicalapprovals : cytori granted orphan drug status for cellular therapeutic in european union'
Technology,585412182420103169,'#obesity news: cytori granted orphan drug status for cellular therapeutic in european union'
Social,585412090489339904,'@danceground ii choreography contest for women residing in the european union - solos - contemporary dance'
Technology,585412006724907009,'#obesity news: cytori granted orphan drug status for cellular therapeutic in european union'
Economy,585411905029824512,'up to date news from the eu parliament european union eu matters and eu employment:  /collected via analyticus'
Economy,585411794279108610,'scotland leaving the eu would be complete madness warns scottish business lobby'
Social,585411629954834432,'todays european union news'
Social,585411626653720576,'dernier ouvrage de fabien escalona: the palgrave handbook of social democracy in the european union.edited by...'
Economy,585411618630201345,'irish government predicted to global meat news american been exports to european union will be limited'
Economy,585411459573796865,'european union 50 euro 2002 series p netherlands unc draghi signature'
Politics,585410617890238464,'#nigelfarage welcomes bliars intervention on the european union'
Technology,585409900890697729,'time to think about a european union operated airlift capability? laurent donnet. sec.policy brief:  @egmontinstitute'
Politics,585409899573735424,'@iwsouthchris and scotland already decided. time for one on the european union.'
Politics,585409836147408898,'farage welcomes blair intervention on the european union'
Social,585409730631172097,'war against womenthese rapes in the drcongo is manipulated with usas governement european union organization....'
Politics,585409589170024448,'news: the general election candidates for grimsby clash over a referendum on britains membership of the european union.'
Politics,585409508551299072,'the european union in global governance - open online course'
Politics,585408875395997696,'eu vows support after #garissaattack says high representative and vice president @federicamog -  @dailynation'
Politics,585408864104775680,'@karadavid is it european union stated in revelation 12? about the meaning of the d...:  via @youtube'
Politics,585408648530239489,'its hard to be enthusiastic about your course when you have to do topics like the accountability of institutions of the european union ?'
Politics,585407598142353409,'@suzanneevans1 tony blair seems to think europe and european union are the same thing'
Politics,585407496707301376,'@sirtopnotch2013 we can leave the european union though'
Politics,585407294583758848,'the european union said it will host the next round of gas talks between ukraine and russia on april 14 in berlin.'
Politics,585406904748249088,'guys do u have any idea what should i put as a title for the relationships between european union-russia-ukraine'
Economy,585406731229986817,'mt @digitalagendaeu: what can help european #smes & #startups to access finance more easily?  #capitalmarketsunion'
Politics,585406209408241665,'if tony blair and ed miliband believe staying in the european union is so important they can make that case in an eu referendum.'
Politics,585405891798786048,'farage welcomes blair intervention on the european union'
Social,585405727734374400,'"to get into a home semi-final in european competition is absolutely fantastic" - @edinburghrugbys alan solomons:'
Social,585405525237575680,'sofia is the 15th largest city in the european union with population of around 1.3 million people'
Politics,585405262124589056,'the european union: politics and policies -'
Politics,585404833533829121,'eu to host russia ukraine gas talks april 14: brussels--the european union will host the next round of gas ta...'
Social,585404171475689473,'cssr. @v_andriukaitis & cssr. @mimicaeu highlight the importance of food safety for @eyd2015 on #worldhealthday -'
Politics,585403640808112129,'farage welcomes blair intervention on the #europeanunion #britain'
Politics,585403578631770113,'ed miliband: "as tony blair said today it is incredibly important we stay inside the european union."'
Social,585403505780912128,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Politics,585403392517869568,'farage welcomes blair intervention on the european union'
Politics,585403255481597952,'farage welcomes blair intervention on the european union'
