@RELATION	TestingSet

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Social,582435102795366400,'busi wire new type diabet chmp recommend empagliflozinmetformin hydrochlorid appro'
Social,582434166169432064,'move toward strateg develop radio spectrum polici'
Social,582430633768652800,'come sign up here get launch'
Social,582430198194421761,'women slovakia along lithuania marri youngest around year in'
Technology,582429974633824257,'clamor remov region limit digit good regionalis digit content digit ag racism'
Politics,582426990252150784,'polit vote danger job miliband membership organis divid'
Economy,582426851336933376,'note job seeker organis gener competit futur staff workedform epso'
Technology,582423927802187776,'offici twitter channel agenc network inform secur enisa'
Technology,582423339987275776,'appli now women innov prize atinetwork womenit'
Social,582421432803573760,'sai leavefacebook if you valu your privaci'
Politics,582366880721063937,'brussel reuter antitrust regul have suspend investig siemen'
Social,582366030959407104,'like video philippin inspir each other in busi'
Politics,582364947612487680,'nam nonalign movement nato north atlant treati organ sco shanghai cooper organ'
Technology,582364564454440960,'launch first galileo satellit sinc orbit error successfulli'
Economy,582363777011712000,'donat billion in tax group includ friend earth friend nuclear'
Social,582361735799042048,'youth guarante approach fight youth unemploy member state made'
Economy,582361092975947776,'all signal lead believ euro need miracl surviv'
Economy,582357883007930368,'hei in agre upon singl currenc call'
Social,582356111988146176,'detent asylum seeker in australia join free lectur tomorrow'
Economy,582353421606383616,'newstodai new exit econom self harm clegg leav act econom'
Economy,582353419249176576,'exit econom self harm clegg leav act econom self harm cou'
Social,582352986929831938,'geopolit migrat'
Politics,582350257192734720,'pre jewish tri overthrow parliament storm oil co'
Technology,582348540745162753,'can provid india advanc technologi sai joao cravinho'
Politics,582348472805769216,'founder jewish form armi tri overthrow parliament about'
Technology,582346955390468096,'eskil call action in th repres comptia attend eskil'
Technology,582343819091382272,'can provid india advanc technologi sai joao cravinho india'
Social,582339980892078080,'thi let peopl know it support career in scientif research funnyshmexi'
Economy,582332570915901441,'pursu fta talk philippin pursu discuss ph'
Economy,582332558433648641,'pursu fta talk philippin pursu discuss philippin wi'
Politics,582330438733135872,'new euronew latest break new headlin about'
Economy,582329674757369856,'nick clegg exit econom selfharm leav act econom self'
Economy,582326504249540608,'nick clegg cours it econom act self harm leav realli mentalhealth'
Social,582326352491241472,'if you want laugh sheer fuck stupid'
Technology,582325011525971968,'your welcom a am co presid eit institut technologi we work hard'
Economy,582322737684705280,'exit econom self harm clegg leav act econom self harm could'
Politics,582316652651524096,'even discuss ttip have we just said no there ani benefit in ani it anyon in'
Technology,582315778801729536,'india can provid india advanc technologi sai joao cravinho new delhi polit'
Politics,582314655596564480,'talk cheap much britain help greececameron too tri teach wo joininggreek ppl r fool own ldr'
Social,582314610293800961,'newsflash deafblind rehabilit cultur week deafblind'
Economy,582313040932167680,'fisheri differ issueim euroscept we should never had join'
Politics,582312775579541504,'brussel reuter antitrust regul set give condit approv u'
Economy,582312516635623424,'found in a econom commun it then becam ec commun'
Economy,582312244576411648,'more monei given fascist group corrupt extraordinari splurg green lobbi group'
Politics,582311165931335680,'world watch nigeria head deleg head deleg in nigeria michel arri'
Economy,582310589348777984,'public capit expenditur debt dynam evid'
Politics,582310373954625536,'matter in thi elect hedeb'
Social,582308724926222336,'look found'
Economy,582306890891161600,'europ bank regul urg remain part sai citi london'
Social,582306524917186561,'what bbc sport thi week your guid sport bbc includ premier leagu footbal rugbi rugbi leagu'
Technology,582305995591979008,'retw lexineru retw lexineru retw lexineru retw ashikonfir etn can provid india advanc'
Politics,582305782030475264,'cwng two arrest elector violenc in abuja mission observ m cecilia kivnei'
Technology,582304473193779200,'retw lexineru retw lexineru retw ashikonfir etn can provid india advanc technologi'
Technology,582303409992269824,'retw lexineru retw nittygrittynm can provid india advanc technologi sai joao cravinho'
Technology,582303408805306368,'retw lexineru retw indiabroadcast can provid india advanc technologi sai joao cravinho'
Technology,582303407781867520,'retw lexineru retw ashikonfir etn can provid india advanc technologi sai joao cravinh'
Politics,582302626324353024,'uganda govern adam fast track propos elector reform becom'
Politics,582300834454618113,'belaru discuss joint program action illeg migrat belaru'
Technology,582300661213212672,'retw nittygrittynm can provid india advanc technologi sai joao cravinho'
Technology,582300660114276352,'retw indiabroadcast can provid india advanc technologi sai joao cravinho'
Technology,582300659053121536,'retw ashikonfir etn can provid india advanc technologi sai joao cravinho even a'
Economy,582300359772794881,'nickclegg it common market we want leav it'
Politics,582300186673831936,'plu fact fundament disagre idea leav so'
Politics,582299912311844864,'petit council stop ecig ban'
Politics,582299589698568192,'access investmentseuropean romania greek govern receiv bn'
Technology,582298206760910848,'etn can provid india advanc technologi sai joao cravinho even a indiaeu summit'
Politics,582297869136302080,'pai green group million each year lobbi'
Politics,582296431844831232,'pilot lose fight new rule pilot fly hour'
Politics,582294344289251328,'eurasian pivot moscow expect progress tsipra visit europeanunion'
Politics,582294018480050177,'tori hide crossparti review sai doe interven unduli in british life'
Politics,582291792541790208,'alexi tsipra seek happi end free submiss'
Economy,582290420421550080,'trade agreement europeanuniontradecommissionasksecuadortojustifynewtariff'
Politics,582287522853703680,'furi a hand million eco group who want brussel sue britain taxpayersmoneywastedonceagain'
Economy,582286985638907904,'sustain fisheri in north east atlant number fisheri exploit'
Economy,582286591667924992,'sustain fisheri in north east atlant number fisheri exploit max'
Politics,582285734968606720,'alexi tsipra seek happi end beij china'
Social,582285537991606274,'sai leav facebook if you valu your privaci itoldyouso cyberdefens'
Social,582284816671887360,'polit film festiv part center yet again present it fil'
Politics,582284319940476929,'alexi tsipra seek happi end ndtv'
Social,583609718263775232,'gloucest v connacht gloucest face connacht in rugbi challeng cup quarterfin'
Social,583608396152119296,'glo gloucest v connacht gloucest face connacht in rugbi challeng cup quarterfin'
Technology,583607887643148289,'union competit author last year reject offer googl regard antitrust issu'
Social,583607786891780096,'investig illeg secret civil hear crimin matter most seriou natur whistleblowerkid ge'
Politics,583607716997947392,'polici updat re digit singl market energi climat chang'
Technology,583606736088473600,'report prepar file antitrust charg googl union competit author l'
Social,583606577938173953,'flag lgbt peopl nazisoviet jewish islam state iraqi syrian republ'
Technology,583606371796549632,'goog probe googl inc goog antitrust'
Technology,583605802444828672,'about prosecut googl anticompetit practic'
Politics,583605076343836672,'ecb account monetari polici meet'
Politics,583604966813761538,'polit winstonchurchil on founder human right act which tori wish abolish'
Politics,583604442768912384,'commend jonathan save nigeria chao parti help nurtur'
Economy,583603875069976576,'economi caricom have trade arrang latin america see eclac report in'
Politics,583603850679955456,'poll jonathan exampl world sai observ mission new nigeria'
Politics,583603661768654849,'polici updat climatechang digitalmarket'
Politics,583603023252951041,'mqm parliamentarian visit counterpart in'
Politics,583602599888347136,'latest post commend jonathan save nigeria chao'
Politics,583602515410812930,'naija commend jonathan save nigeria chao'
Social,583601419737026560,'here on'
Politics,583600815589425152,'paneuropean nazi parti apf seek financi support veri out destroi'
Social,583600703857262592,'trust in hit alltim low a gargantuan gravi train expand public trust in'
Social,583600344107614208,'srilanka govern todai assur it remedi root caus injusticediscrimin prejudic'
Technology,583600212981198848,'readi throw antitrust book googl readi file antitrust charg'
Politics,583599866783342593,'up date new parliament matter employ collect analyticu'
Politics,583599664995368960,'video commend jonathan save nigeria chao'
Social,583599337978126337,'your welcom us adapt mine'
Politics,583598447154061312,'video commend jonathan save nigeria chao gt'
Social,583598209383161856,'doe have dai off worka employe unionto go bbcdp'
Technology,583597995385614336,'friction between regul america big tech compani show no sign eas in'
Politics,583597891874336768,'video commend jonathan save nigeria chao come again'
Politics,583597535903744000,'commend jonathan save nigeria chao gt'
Economy,583596724054286336,'urg accept russian ga offer busi new inform'
Technology,583596269085548545,'chinatopix prepar new antitrust case googl tech chinatopix secur'
Social,583595759632850944,'no sea food todai feel realli sick have work my paper confer'
Social,583595737503641601,'last judgment daniel cohnbendit revolutionari agent nato verdict guilti'
Social,583595065559425026,'poll do you think should leav sai out'
Technology,583593842936565760,'regul review complaint file uber'
Politics,583593561616228352,'law which goe beyond those it fellow member have pass allow someon'
Technology,583593540808151041,'report prepar file antitrust charg googl union competit author'
Economy,583590517310627840,'council stop ecig ban'
Economy,583590341049126912,'ban fur farm in'
Social,583590006633037825,'love idea sinc never allow collaps in my life tenur'
Economy,583589212907298816,'seal meat produc inuit commun could soon sold in after'
Technology,583588480946720768,'cnet uber sai franc spain broke law try ban it servic'
Social,583587925436178432,'bdnew bangladesh stand violent extrem in bangladesh call upon'
Technology,583587708272009216,'uber sai franc spain broke law try ban it servic'
Social,583587707600769025,'welcom naija everyth media humbl histor presid made some awesom'
Politics,583587681621409792,'law core text seri humphrei matthew'
Technology,583587318763757568,'lai groundwork antitrust charg googl googl antitrust'
Politics,583587223150338048,'humbl histor presid made some awesom comment behalf presid jonathan na'
Technology,583586942371176448,'sistemass cnet uber sai franc spain broke law try ban it servic'
Politics,583586578074836992,'poll do you think should leav ukip'
Technology,583586535741779969,'cnet uber sai franc spain broke law try ban it'
Social,583585949466042369,'thi movi spark convers throughout movi we had ladi gather my hous last'
Economy,583585210878398465,'under increas pressur curtail it anticompetit subsidi farmer'
Technology,583584640088182784,'mt competit cab uber file competit complaint nation govt'
Social,583583470846402560,'can porto director just in charg bro'
Politics,583582616864956417,'humbl histor presid made some awesom comment behalf presid jona'
Politics,583582580613771264,'humbl histor presid made some awesom comment behalf presid jonathan'
Technology,583582295023550464,'prepar it billion case googl'
Social,583581612111167489,'post photo facebook in album film festiv inaugur pic'
Social,583580677532188672,'french have highest femal life expect in factofthedai could all delici goatschees'
Social,583580257313288192,'sunset sovereign power'
Social,583579683410837504,'form partnership winner reveal lbf open th'
Economy,583579207705370624,'processnew scrap milk quota after year scrap milk'
Politics,585421529808293890,'if scotland left stai in we need lab gov so vote lab on'
Economy,585420888222216193,'moscowha mostli focus build ti withasiasinc andeuropean unionsanct came kabari'
Politics,585420749256667136,'farag welcom blair intervent cameron miliband blair push evil tyranni ukip'
Economy,585420407605460992,'implic scotland prosper busi if it left'
Social,585419691625160705,'sloviansklenin flag unionvia'
Technology,585419397755318272,'cytori grant orphan drug statu cellular therapeut in busi'
Technology,585419275344556033,'cytori grant orphan drug statu cellular therapeut in medic drug'
Technology,585418568772231168,'cytori grant orphan drug statu cellular therapeut in biotech'
Technology,585418405517242368,'cytori grant orphan drug statu cellular therapeut in busi wire press releas'
Technology,585418289347596289,'cytori grant orphan drug statu cellular therapeut in'
Politics,585417226246840320,'dress match my shoe check lipstick match my dress check readi unit nation todai nbd'
Politics,585416876068569088,'so great when it degre outsid you stuck learn about function'
Economy,585416776432934912,'central bank supervisori board code conduct publish in offici journal'
Politics,585416437956751360,'got hour polit class tonight im gonna distract think about municip elect back in stl'
Social,585415879145484289,'excel mother union babi grow up wonder who next'
Technology,585415366714589185,'stock updat nasdaqcytx cytori therapeut inc grant orphan drug statu healthcar financi new'
Economy,585415351388614656,'studi four countri bank defer tax asset regul scrutinis four'
Politics,585415121750466560,'church stretton letter life in ideal but we better togeth chirp'
Economy,585414730522562560,'studi four countri bank defer tax asset brussel reuter regul'
Technology,585414447121862657,'commiss grant orphan statu scleroderma cellular therapeut ecc rarediseas cytx'
Technology,585414148650995712,'cytx sizeabl short int cytori grant orphan drug statu cellular therapeut in'
Politics,585413951552356352,'vow support after garissaattack sai high repres vice presid'
Technology,585413784967237632,'new cytori grant orphan drug statu cellular therapeut in'
Politics,585413733935087616,'busi host russia ga talk said it host next round ga talk'
Politics,585413394351656961,'worldview host russia ga talk said it host next round ga ta'
Technology,585413171759943680,'clinicaltri new cytori grant orphan drug statu cellular therapeut in'
Politics,585412930209878016,'host russia ga talk said it host next round ga talk between'
Economy,585412928444076032,'gather evid defer tax asset gather evid possibl investigat'
Politics,585412918977626112,'farag welcom blair intervent nigel farag ukip leader welcom toni'
Technology,585412671748624386,'stemcel new cytori grant orphan drug statu cellular therapeut in'
Technology,585412339568144384,'drugapprov new cytori grant orphan drug statu cellular therapeut in'
Technology,585412247528275968,'cytx grant orphan drug statu cellular therapeut in'
Technology,585412242037956608,'clinicalapprov cytori grant orphan drug statu cellular therapeut in'
Technology,585412182420103169,'obes new cytori grant orphan drug statu cellular therapeut in'
Social,585412090489339904,'ii choreographi contest women resid in solo contemporari danc'
Economy,585411794279108610,'scotland leav complet mad warn scottish busi lobbi'
Social,585411629954834432,'todai new'
Social,585411626653720576,'dernier ouvrag de fabien escalona palgrav handbook social democraci in unionedit'
Economy,585411618630201345,'irish govern predict global meat new american been export limit'
Economy,585411459573796865,'euro seri p netherland unc draghi signatur'
Politics,585410617890238464,'nigelfarag welcom bliar intervent'
Technology,585409900890697729,'time think about oper airlift capabl laurent donnet secpolici brief'
Politics,585409899573735424,'scotland alreadi decid time on'
Social,585409730631172097,'war womenthes rape in drcongo manipul usa govern organ'
Politics,585409589170024448,'new gener elect candid grimsbi clash referendum britain membership'
Politics,585409508551299072,'in global govern open onlin cours'
Politics,585408864104775680,'it state in revel about mean d'
Politics,585408648530239489,'it hard enthusiast about your cours when you have do topic like account institut'
Politics,585407598142353409,'toni blair seem think same thing'
Politics,585407496707301376,'we can leav though'
Politics,585407294583758848,'said it host next round ga talk between russia in berlin'
Politics,585406904748249088,'gui do u have ani idea should put a titl relationship between unionrussiaukrain'
Economy,585406731229986817,'mt can help sme startup access financ more easili capitalmarketsunion'
Politics,585406209408241665,'if toni blair ed miliband believ stai in so import can make case in referendum'
Social,585405727734374400,'get home semifin in competit absolut fantast alan solomon'
Social,585405525237575680,'sofia th largest citi in popul around million peopl'
Politics,585405262124589056,'polit polici'
Social,585404171475689473,'cssr cssr highlight import food safeti worldhealthdai'
Politics,585403640808112129,'farag welcom blair intervent europeanunion britain'
Politics,585403578631770113,'ed miliband a toni blair said todai it incredibli import we stai insid'
Politics,585401732680839168,'farag welcom blair intervent europeanunion ukip'
Economy,585401103958806528,'frack scorecard shale ga in retreat in'
Technology,583578324120788992,'a in unioni about sue googl'
Social,583577278661206016,'french presid euro oz silver free gift'
Politics,583576890780344323,'african mugab'
Economy,583576472662704129,'introduc exposur rule across euro area greatli increas stabil monetari'
Politics,583575387533246465,'must read made some comment behalf presid jonathan'
Economy,583574888050483200,'undp assist belaru in move toward green economi'
Social,583574637289705473,'bathrugbi champion cup quarterfin preview betfr doubl delight first try scor bathfamili'
Politics,583574406070476800,'giant pension fund politician'
Politics,583571564333027328,'bloomberg if doe revers it decis face'
Economy,583571476218949632,'right time talk indiaeu free trade pact kher new delhi it right time'
Economy,583570672095485952,'malta slip sixth lowest place in unemploy stake in malta independ'
Economy,583570042731831296,'right time talk indiaeu free trade pact it right time resum negotia'
Politics,583570031004426240,'reveal presid jonathan world newsheadlin'
Politics,583569983201906688,'pend case court justic'
Politics,583569823948525569,'tunisia intent send secur offici'
Economy,583569528426254336,'stop fund eritrea repress regim'
Economy,583569405310803968,'sign share council stop ecig ban'
Economy,583568582736510976,'right time talk indiaeu free trade pact'
Politics,583568175658176512,'vestnik kavkaza bloomberg if doe revers it decis'
Social,583567953842438144,'champion cup quarterfin preview betfr'
Economy,583567153200177153,'hble right time talk indiaeu free trade pact it right time resum'
Social,583567067841830913,'dtn bangladesh stand activ violent extremist sai said'
Technology,583566747485208576,'competit cab uber file competit complaint nation govt'
Social,582284095796994049,'pragu czech republ last member still allow unrestrict smoke in restaur'
Economy,582280345959211008,'had enough no monei billion project alreadi underwai'
Social,582279677559062528,'movi director pacificpearl rugbyworldcup'
Social,582279672492384256,'director pacificpearl rugbyworldcup scandavianscreen'
Social,582279111315308545,'film festiv part'
Social,582278637161971712,'comment articl about you should leav facebook protect your privaci requir facebook account'
Politics,582277600380342272,'islam jihad can afford sai no turkei'
Politics,582276041743314944,'china observ inbevbaillet latour chair unionchina relat publish electron jo'
Social,582274823633707009,'techwormin sai leav facebook if you valu your privaci'
Economy,582273932302114816,'economist bank merger passport check'
Economy,582273495993884672,'compat intern intern mean between nation law'
Politics,582272543853146112,'indian suryarai alexi tsipra seek happi end greek prime minist indian'
Economy,582272522865000448,'sale gloucest great win todai keep sale in chase'
Politics,582271548129730561,'hubri turkish offici can afford sai no turkei tcot'
Politics,582271367887761408,'alexi tsipra seek happi end greek prime minist alexi new truegreec'
Economy,582271222194565120,'slowli wake up fact have been financ hostagetak captur hungari'
Social,582270275561132034,'home page women innov prize innov commiss'
Politics,582270148620390400,'alexi tsipra seek happi end alexi tsipra seek happi end'
Economy,582268442109149184,'fiwar wast monei entrepreneur time'
Social,582268270658621440,'epic trek freedom migrant mani rout cross illeg'
Politics,582268074906255360,'which mass murder terror accord all relev bodi un etc'
Politics,582267905024348161,'merkel wont member'
Politics,582267271260835840,'eurozon cant surviv in current form sai pimco us crisi push tyranni ukip'
Politics,582267225869918208,'alexi tsipra seek happi end greek prime minist alexi tsipra said in remark publish hope'
Economy,582420342221582336,'address youth unemploy in youth employ prioriti situat'
Social,582419435488608256,'q member state note answer ke sath question number aur new member apna name zaror leka kari'
Politics,582418277927813120,'alexi tsipra seek happi end'
Politics,582415737970528257,'panel discuss dynam crise just begun orfdelhi'
Economy,582414784093532160,'break new busi new busi new informat break new inform'
Economy,582413510698631168,'polit exit econom selfharm leav act leash'
Social,582413399713288192,'like video new altern futur episod fall'
Politics,582412734815436800,'can afford sai no turkei'
Social,582411920944300032,'mayasecur sai leav facebook if you valu your privaci'
Economy,582411251994767360,'council adopt measur help sea bass recov'
Economy,582410347593760768,'state lotteriesther manysom each state lotteri australia'
Economy,582408921920479232,'drive m trademark in drive m trademark in all other countri menergi drivem'
Social,582402693198647296,'we want hear british peopl hr unit kingdom membership referendum'
Politics,582402447663976448,'asylum loophol mean if then caught in ukthei like return itali rather than countri'
Politics,582400650593460224,'polit alexi tsipra seek happi end said expert e'
Politics,582399215889973248,'joint issu admiss countri'
Technology,582398641249341440,'can provid india advanc technologi sai infoblazeind'
Social,582398041489014784,'check out project cup brussel gayrugbi pinkstart'
Social,582395185843290112,'god alreadi left crash big bear'
Social,582393940067946496,'real nation anthem'
Social,582393594910154753,'after exam like whatev im done'
Politics,582388162028240897,'explain stage'
Politics,582380220314828800,'had reimpos ban ltte said deputi foreign affair minist ajith p perera'
Economy,582378825092362240,'paper n'
Politics,582377783877238785,'miscellani court justic now it holidai wont visibli back'

Politics,582489429941571584,'miliband win applaus when sai britain long term futur insid'
Economy,582469567764647936,'monetari busi climat came in abov forecast in myrichtrad richtrad'
Economy,582469566900600832,'monetari econom sentiment indic came in abov expect in myrich'
Economy,582469556947578880,'monetari servic sentiment regist abov expect in fx trade'
Economy,582469554716168192,'monetari industri confid regist abov expect in fx trade'
Economy,582469553558564864,'monetari consum confid meet forecast in fx trade'
Economy,582469552484835329,'monetari busi climat came in abov forecast in fx trade'
Economy,582469551348142080,'monetari econom sentiment indic came in abov expect in fx tr'
Politics,582469105426534400,'govern respons hous lord committe report drone been publish'
Social,582469100418568192,'women risk poverti brussel extent women poverti in'
Politics,582469075370115072,'ep fundament right in role charter after lisbon treati p'
Politics,582489382189469696,'long term futur li insid outsid im go plai game ge'
Politics,582489378490028032,'miliband attack there could noth wors countri than plai polit game place in'
Politics,582489363776421888,'in past five year place in becom less less secur sai ge brexit'
Politics,582489334760099840,'longterm futur li insid outsid miliband tell bloomberg'
Politics,582489157546700800,'long term futur li insid outsid'
Politics,582489152089944064,'long term futur li insid outsid miliband sai ge'
Politics,582488509916672000,'skynew miliband exit clear present danger leav clear present dan'
Economy,582488108316381184,'throw busi year uncertainti threaten leav sai ed miliband ge labour'
Social,582762058334113792,'if you eat meat in unit state buyer bewar china russia have decid debat'
Social,582761534163697664,'push get grant limit immun in state so can whistleblowwont happen'
Politics,582761380471808000,'no evid systemat manipul dure nigerian elect'
Politics,582757379256623104,'intlorgan nato head outlin area increas cooper between'
Politics,582751710050816000,'walk tightrop howev now it deal two world'
Politics,582557820207288320,'ed miliband exit threat make reform harder negoti guardian tn'
Politics,582557815316746241,'theguardian ed miliband exit threat make reform harder negoti britain need build bridg'
Social,582555552682762244,'todai new'
Social,582555243952627712,'madison true bless thank you jesu thank you presid obama thank you prime minist harper thank you thank you all'
Economy,582554902812975105,'hungarian spectrum had enough no monei huf billion project alreadi underwai hungari'
Social,582554619211096064,'etucecse director address congress educ scienc employe russia etucecse'
Economy,582553863720333312,'some sai russia billion loan hungari aim bui favor'
Economy,582553525135253504,'asambizi curat some sai russia billion loan hungari aim bui favor'
Social,582552993909882881,'gold tone roar lion pendent charm black cord wine tag'
Politics,582552243406303232,'calai mayor blame uk approach migrant gather in town migrat'
Social,582552112279773184,'need someon tell me everyth there know about within next minut im gonna hella fail whoop'
Politics,582551874252996608,'director address congress educ scienc employe russia'
Politics,582551141625532416,'seychel new agenc victoria seychel track establish unionfund oper coordinat'
Social,582550510273728513,'cardiff citi v manchest unit falcao goal cardiff falcao goal manchest unit'
Economy,582549800433807360,'new job vacanc auditor'
Economy,582549362628276225,'want have voic about uk futur in todai announc wont give you it voteconserv'
Technology,582546942992863232,'brussel four more satellit launch thi year union indigen satel'
Politics,582546540822183936,'generalelect liber democrat leader sai leav could act self harm'
Technology,582545846832615424,'two galileo satellit successfulli launch brussel commiss press releas cont'
Politics,582545833016442880,'no evid manipul in nigeria elect sai said there n'
Politics,582544908231303168,'ctr confer challeng democraci in center peripheri it neighbor start now ctrdemocraci'
Politics,582751615960125441,'walk tightrop stoprussianaggress'
Social,582748828526358528,'absolut anyth made in it illeg anim test in non medic reason'
Social,582748531733184512,'women risk poverti'
Politics,582612685226946560,'abegi no evid manipul in nigeria elect sourc'
Economy,582612096350818305,'stoltenberg threat in increas but nato defenc spend decreas it stop'
Economy,582611965098475521,'produc new model export honda hondacanada crv'
Economy,582610577262055424,'mix opinion a eufund umultirank project enter second year'
Economy,582610020069593088,'honda produc new model export honda go produc new model'
Economy,582609750447124480,'mix opinion a unionfund rank effort enter second year unionspon'
Politics,582609232144543746,'bulgaria work introduc energi in southeastern presid energyunion'
Politics,582609118029975552,'nato chief urg closer cooper north atlant treati organ must fin'
Politics,582608276023418880,'observ commend nigerian elect elect observ have given nigeria gener'
Politics,582608197145534464,'elect observ have given nigeria gener elect clean bill deutsch sprach'
Politics,582607988273201152,'nato chief seek closer cooper abc new'
Politics,582606462679171073,'topdown regul model bodi bad idea it about time model ie'
Politics,582606054631968768,'bulgaria work introduc energi in southeastern presid sofia bulgarian'
Economy,582605491798302720,'honda produc new model export yorkton new review'
Politics,582748061266411520,'well definit threaten putin concept fascist nato fascist thu cia did kiev scari'
Politics,582746062403801089,'turkei claim oilrich greek island aegean sea'
Technology,582744867920584704,'atomsoffic leav facebook if you valu your privaci sai facebook privaci cybersecur c'
Politics,582740780592283648,'crisi in greek debacl expos structur flaw in gapol'
Politics,582737347768283136,'irish examinereuropean walk tightrop greeceirish examinerth stand'
Politics,582733866672099328,'what new futur classwar'
Politics,582731552620089344,'work parti member state meet discuss hatecrim'
Politics,582728019216764930,'just dai after it elect in januari denounc sanction russia factual wrong'
Politics,582726404997009408,'a world wait final result last weekend elect warn it'
Social,582726057662414848,'understand daylight save time summer time'
Social,582721697402523649,'gymnast set up work group develop sport futur strategi'
Social,582719608186150912,'collaps jim willi part'
Politics,582719328409284608,'suggest countri voluntarili exit no longer card true'
Politics,582719214118522880,'nato chief seek closer cooper nato chief seek closer cooper euro'
Economy,583036264825249792,'boersma policymak realiz reform need improv access credit in eurozon invest'
Politics,582816877795237889,'american report these nonsens rather call free fair elect'
Politics,582816298402480128,'befor agre disagre nigel farag need know if leav affect work permit footbal manag'
Politics,582816191854579712,'court human right preserv trade right in turkei'
Social,582815825951924224,'dai so far client make appoint mep hous airport aka ep rd floor damag control need'
Politics,582815662537596928,'global issu opinion cuba thaw begin'
Social,582815344588431361,'you look certain person in institut you know name'
Politics,582814921009840128,'could crush'
Politics,582814873433817088,'can more coher polit creat without erod democrat right citizen'
Politics,582814697629442048,'cuba thaw begin'
Social,582814591266197504,'new post heart matter assess credibl when children appli asylum in'
Social,582813609077641216,'roadsafeti alert welcom tispol bulletin gozero'
Politics,582812905952960512,'membership'
Politics,582812689644273664,'newspaperheadlin we observ in nigeria elect morningrideshow'
Social,582812616394829824,'catch up summit innov health ag wrap up'
Economy,582812295149039616,'eurasian econom suggest strateg partnership'
Social,583036070779965440,'boersma gener support ani proeuropean measur help improv system integr finserv'
Technology,583229894785658882,'facebook track all user includ on who have loggedout regist in violat law'
Economy,583228578491277313,'leav act econom self harm could risk recoveri liber democrat leader nick clegg sai'
Politics,583227620944318464,'focu challeng ahead tell buhari franc have congratul skibab'
Politics,583226916523540480,'serious reevalu sri lanka request gsp ambassador sri lka mydai'
Economy,583226752148754432,'suggest imposit sanction israel settlement recommend sancti'
Social,583226471549927425,'glad someon recal rome citi chosen sign union found treati'
Economy,583224825155596288,'bank insur resolut experi lesson'
Technology,583223889318297600,'innov smart grid central energi energi commiss'
Economy,583223707327328256,'boersma policymak realiz reform need improv access credit in eurozon'
Economy,583223028613427200,'mt mcdonald under scrutini tax rule in luxembourg taxjustic'
Politics,583222835662835714,'boersma gener support ani proeuropean measur help improv system integr'
Politics,583222387027607552,'guid terminologi procedur sourc hous common background paper'
Economy,583220675969740802,'no more ttip negoti great new loof lipra stopttip'
Social,583220674216493058,'aprilfool enough progress had been made'
Social,583220458142711808,'rugbi qf thi weekend full coupon avail'
Economy,583219673384247296,'petit council stop fund eritrea repress regim root caus'
Social,583218952836354049,'labour control immigr whilst remain in doe happen'
Economy,583251590162845696,'uber file complaint govern ban wsj'
Economy,583251581048590336,'alert uber file complaint govern ban wsj breakingnew alert'
Economy,583251577353474048,'breakingnew uber file complaint govern ban wsj'
Social,583251503885852672,'north rule out clermont match northampton wing georg north miss saturdai paedobritain'
Social,583251357613891584,'new post north rule out clermont match northampton wing georg north miss saturdai champion'
Economy,583251296104419328,'novicesend milk quota rais cheer dire warn milk quota lift wednesd'
Social,583251218362810369,'north rule out clermont match northampton wing georg north miss saturdai champio nw feed'
Politics,583250216721260544,'latest chapter in call tragedi lose new'
Politics,583249721944367104,'energiewend isnt energi plan energi'
Politics,583304656106889216,'nato chief seek closer cooper new nato bbc cnn msnbc nyt tcot ccot p'
Economy,583269087725232128,'latestnew approv loan alloc schedul approv hotnew kharkiv'
Politics,583269061393547265,'amnesti global report deathpenalti out todayiran irantalk see here fact'
Social,583268607708237825,'enough progress had been made'
Economy,583268174000492544,'what your opinion around fiscal state read full stori in dbkonzept magazin'
Politics,583267921591463938,'prof new casebook law faculti thoughtlead'
Social,583267686051749891,'socieux project about social protect collabor thi time travel ghana'
Economy,583267100807950336,'dtn aim overtak in milk product plan becom union f'
Politics,583267095267258368,'effect project initi aim tackl gun crime in'
Economy,583267088325705728,'bitcoin regul in bagil europeanlegalitybitcoin'
Social,583267035687309313,'ebola diari surviv daili life in midst emerg ebola'
Social,583266854430371840,'north miss euro clash georg north miss northampton champion cup q'
Social,583266818174795776,'northampton wing georg north miss saturdai rugbi champion cup gam'
Economy,583266732959227904,'curiou about bitcoin regul in check out latest blog'
Politics,583266625647874049,'six characterist defin st centuri leadership a presid america r'
Social,583266565593935872,'northampton confirm georg north miss champion cup quarter skysport'
Social,583266444122566656,'nw wale north rule out clermont match northampton wing georg north miss saturdai champ'
Politics,583265477369135104,'congratul buhari sai nigerian show democraci work congratul sebe'
Social,583265382229794816,'rugbi welsh northampton wing georg north miss saturdai champion cup game clermont becaus head injuri'
Social,583265376701689856,'uefa intern player fifpro have lodg complaint commiss question legal thirdparti p'
Politics,583265376533942272,'poll do you think should leav ye'
Social,583265047490605057,'newsinfomedia north rule out clermont match northampton wing georg north miss saturdai'
Social,583265035167793152,'northampton wing georg north miss saturdai champion cup game clermont becaus head'
Social,583303801458860032,'uefa world player fifpro have ask commiss outlaw thirdparti player ownershipcroozefmnew'
